"lon","lat","x","y","UE","UN"
-114.52,33.719,7.298e+05,3.7338e+06,-0.92,1.5
-115.23,34.04,6.6339e+05,3.768e+06,0.02,0.7
-115.15,34.158,6.7054e+05,3.7812e+06,-0.68,-0.68
-114.48,34.044,7.3262e+05,3.7699e+06,-0.16,0.93
-120.68,34.469,1.6195e+05,3.8203e+06,-32.26,33.61
-119.61,34.42,2.6013e+05,3.8118e+06,-28.8,26.69
-119.71,34.494,2.5116e+05,3.8203e+06,-30.31,30.1
-119.72,34.5,2.5026e+05,3.821e+06,-29.23,30.94
-120.62,34.556,1.6782e+05,3.8298e+06,-31.01,34.57
-120.62,34.556,1.6782e+05,3.8298e+06,-31.35,36.01
-120.62,34.556,1.6782e+05,3.8298e+06,-34.73,34.14
-120.62,34.556,1.6782e+05,3.8298e+06,-33.01,33.36
-120.62,34.556,1.6782e+05,3.8298e+06,-31.29,34.44
-120.63,34.571,1.6696e+05,3.8315e+06,-29.34,36.25
-120.62,34.593,1.6796e+05,3.8339e+06,-30.69,35.01
-120.41,34.731,1.8775e+05,3.8485e+06,-30.06,37.7
-120.28,34.739,1.9969e+05,3.849e+06,-31.46,33.07
-120.2,34.502,2.0618e+05,3.8225e+06,-29.46,32.82
-119.77,34.509,2.457e+05,3.8221e+06,-34.55,33.58
-119.59,34.691,2.6274e+05,3.8418e+06,-29.38,30.18
-119.34,34.298,2.8464e+05,3.7977e+06,-30.19,28.7
-119.33,34.301,2.8557e+05,3.798e+06,-28.8,27.92
-119.1,34.262,3.0665e+05,3.7932e+06,-31.28,28.92
-118.84,34.248,3.3056e+05,3.7912e+06,-28.3,28.76
-118.92,34.278,3.2326e+05,3.7946e+06,-30.48,30.71
-118.88,34.295,3.2698e+05,3.7965e+06,-28.41,28.8
-119.12,34.306,3.0491e+05,3.7981e+06,-27.22,29.07
-119.14,34.327,3.0312e+05,3.8005e+06,-28.18,29.21
-119.04,34.326,3.1232e+05,3.8002e+06,-29.63,30.2
-118.88,34.328,3.2704e+05,3.8001e+06,-30.45,29.71
-118.85,34.358,3.2987e+05,3.8034e+06,-30.22,29.99
-119.2,34.44,2.9787e+05,3.8131e+06,-33.27,29.04
-119.24,34.498,2.9434e+05,3.8197e+06,-29.84,24.12
-119,34.388,3.1613e+05,3.807e+06,-27.86,21.98
-119,34.388,3.1613e+05,3.807e+06,-27.87,26.93
-118.94,34.394,3.2166e+05,3.8075e+06,-32.21,27.1
-119.01,34.44,3.1533e+05,3.8128e+06,-28.67,25.85
-119.01,34.44,3.1533e+05,3.8128e+06,-28.81,25.89
-118.9,34.433,3.2542e+05,3.8118e+06,-28.36,24.96
-118.87,34.478,3.2827e+05,3.8167e+06,-24.77,24.15
-118.68,34.236,3.4528e+05,3.7896e+06,-26.9,29.87
-118.67,34.279,3.4628e+05,3.7944e+06,-29.17,29.15
-118.64,34.257,3.49e+05,3.7919e+06,-27.23,29.48
-118.56,34.233,3.5633e+05,3.7891e+06,-26.09,29.21
-118.52,34.254,3.6004e+05,3.7914e+06,-26.41,25.95
-118.51,34.258,3.6097e+05,3.7918e+06,-24.41,26.07
-118.49,34.292,3.6287e+05,3.7955e+06,-23.96,24.23
-118.48,34.293,3.6379e+05,3.7956e+06,-25.88,23.14
-118.6,34.33,3.5281e+05,3.7999e+06,-29.73,23.61
-118.6,34.33,3.5281e+05,3.7999e+06,-27.45,25.74
-118.6,34.331,3.5281e+05,3.8e+06,-26.37,25.17
-118.6,34.331,3.5281e+05,3.8e+06,-26.61,26.33
-118.6,34.331,3.5281e+05,3.8e+06,-27.45,25.74
-118.41,34.264,3.7019e+05,3.7923e+06,-24.78,26.11
-118.24,34.269,3.8585e+05,3.7927e+06,-25.12,22.59
-118.15,34.286,3.9415e+05,3.7945e+06,-20.73,22.71
-118.43,34.352,3.6848e+05,3.8021e+06,-24.7,22.46
-118.43,34.352,3.6848e+05,3.8021e+06,-24.61,22.73
-118.41,34.353,3.7033e+05,3.8022e+06,-25.72,24.05
-118.69,34.406,3.4467e+05,3.8085e+06,-28.35,26.79
-118.54,34.407,3.5846e+05,3.8084e+06,-25.32,22.19
-118.67,34.496,3.4667e+05,3.8184e+06,-24.03,21.24
-118.33,34.386,3.7773e+05,3.8058e+06,-23.76,22.62
-118.32,34.386,3.7865e+05,3.8057e+06,-24.87,22.57
-118.14,34.379,3.9519e+05,3.8048e+06,-24.24,22.32
-118.18,34.387,3.9152e+05,3.8057e+06,-22.63,21.73
-118.18,34.387,3.9152e+05,3.8057e+06,-23.71,22.65
-118.22,34.46,3.8794e+05,3.8138e+06,-20.96,21.85
-118.22,34.46,3.8794e+05,3.8138e+06,-21.07,22.05
-119.47,34.539,2.7333e+05,3.8247e+06,-31.14,27.14
-119.26,34.566,2.9267e+05,3.8272e+06,-29.02,24.85
-119.44,34.626,2.7631e+05,3.8343e+06,-30.05,26.25
-119.3,34.636,2.8918e+05,3.8351e+06,-27.18,24.01
-119.28,34.631,2.91e+05,3.8345e+06,-27.89,23.43
-119.13,34.606,3.0469e+05,3.8314e+06,-29.97,24.17
-119.35,34.683,2.8471e+05,3.8404e+06,-28.99,23.78
-119.48,34.754,2.73e+05,3.8486e+06,-26.78,25.98
-119.48,34.754,2.73e+05,3.8486e+06,-28.65,22.54
-119.48,34.754,2.73e+05,3.8486e+06,-27.09,26.53
-119.32,34.757,2.8765e+05,3.8485e+06,-24.93,22.36
-119.1,34.641,3.0752e+05,3.8352e+06,-24.89,22.36
-119.1,34.734,3.0774e+05,3.8456e+06,-24.25,20.56
-118.74,34.568,3.4038e+05,3.8265e+06,-25.33,20.79
-118.74,34.568,3.4038e+05,3.8265e+06,-24.85,20.15
-118.74,34.567,3.4038e+05,3.8264e+06,-24.85,20.15
-118.61,34.515,3.5222e+05,3.8204e+06,-26.27,20.29
-118.65,34.544,3.486e+05,3.8237e+06,-23.06,19.81
-118.74,34.569,3.4039e+05,3.8266e+06,-25.05,21.05
-118.58,34.596,3.5511e+05,3.8294e+06,-23.06,21.01
-118.36,34.561,3.7523e+05,3.8252e+06,-21.2,21.32
-118.26,34.503,3.8433e+05,3.8187e+06,-23.45,22.9
-118.22,34.548,3.8806e+05,3.8236e+06,-19.32,21.3
-118.21,34.607,3.8906e+05,3.8301e+06,-14.91,18.98
-118.24,34.629,3.8634e+05,3.8326e+06,-18.65,18.92
-118.79,34.688,3.3603e+05,3.8399e+06,-22.65,20.25
-118.56,34.693,3.5711e+05,3.8401e+06,-19.44,20.15
-118.56,34.693,3.5711e+05,3.8401e+06,-19.41,19.64
-118.74,34.751,3.4073e+05,3.8468e+06,-21.39,18.19
-118.14,34.662,3.9554e+05,3.8362e+06,-15.25,18.53
-118.41,34.749,3.7094e+05,3.8461e+06,-15,18.87
-118.41,34.749,3.7094e+05,3.8461e+06,-14.82,18.35
-118.15,34.754,3.9475e+05,3.8464e+06,-13.45,16.52
-120.61,34.894,1.7008e+05,3.8672e+06,-30.46,34.96
-120.26,34.798,2.0173e+05,3.8555e+06,-30.71,34.36
-120.3,34.96,1.9867e+05,3.8736e+06,-28.82,33.71
-119.71,34.823,2.5214e+05,3.8568e+06,-28.09,29.19
-119.71,34.823,2.5214e+05,3.8568e+06,-28.01,29.23
-119.84,35.003,2.4082e+05,3.8771e+06,-26.95,28.25
-119.76,35.036,2.4822e+05,3.8805e+06,-25.46,25.42
-119.76,35.036,2.4822e+05,3.8805e+06,-25.07,25.56
-120.58,35.084,1.7358e+05,3.8882e+06,-28.82,38.63
-120.25,35.073,2.0364e+05,3.886e+06,-29.55,33.42
-120.24,35.182,2.0495e+05,3.898e+06,-28.23,32.58
-120.07,35.076,2.2007e+05,3.8858e+06,-27.86,30.16
-120.07,35.076,2.2007e+05,3.8858e+06,-27.17,30.33
-120,35.126,2.2662e+05,3.8911e+06,-26.4,29.96
-119.9,35.133,2.3576e+05,3.8916e+06,-25.87,28.29
-119.56,35.113,2.6669e+05,3.8886e+06,-17.07,20.63
-119.81,35.154,2.4403e+05,3.8937e+06,-24.45,27.69
-120.08,35.185,2.1953e+05,3.8979e+06,-27.18,30.11
-119.96,35.261,2.3072e+05,3.906e+06,-24.76,27.76
-119.85,35.25,2.4069e+05,3.9045e+06,-23.89,25.74
-119.72,35.242,2.525e+05,3.9033e+06,-20.55,20.7
-119.76,35.291,2.4901e+05,3.9088e+06,-19.38,20.85
-119.48,34.852,2.7326e+05,3.8594e+06,-24.83,24.63
-119.15,34.813,3.0335e+05,3.8544e+06,-22.81,21.58
-119.15,34.813,3.0335e+05,3.8544e+06,-22.22,21.64
-118.97,34.775,3.1973e+05,3.8499e+06,-23.37,20.07
-118.89,34.8,3.271e+05,3.8525e+06,-20.49,19.53
-118.87,34.825,3.2899e+05,3.8552e+06,-20.04,18.51
-118.98,34.843,3.1896e+05,3.8574e+06,-21.49,19.61
-118.9,34.903,3.2641e+05,3.8639e+06,-18.68,18.17
-119.49,34.928,2.7256e+05,3.8679e+06,-23.24,22.89
-119.41,34.92,2.7985e+05,3.8668e+06,-21.96,21.54
-119.43,34.96,2.7813e+05,3.8713e+06,-20.21,21.07
-119.43,34.96,2.7813e+05,3.8713e+06,-20.78,20.71
-119.18,35.002,3.0106e+05,3.8754e+06,-14.99,17.16
-119.01,35.011,3.166e+05,3.8761e+06,-17.16,17.16
-119.01,35.011,3.166e+05,3.8761e+06,-18.36,12.29
-118.82,34.804,3.3352e+05,3.8528e+06,-19.36,19.88
-118.8,34.801,3.3534e+05,3.8525e+06,-19.7,19.06
-118.8,34.8,3.3534e+05,3.8523e+06,-19.43,18.54
-118.55,34.818,3.5824e+05,3.854e+06,-14.03,17.99
-118.55,34.818,3.5824e+05,3.854e+06,-13.92,17.65
-118.22,34.777,3.8837e+05,3.849e+06,-11.2,17.24
-118.42,34.863,3.702e+05,3.8588e+06,-10.15,14.51
-118.19,34.875,3.9124e+05,3.8598e+06,-12.58,15.77
-118.7,34.959,3.4479e+05,3.8698e+06,-14.57,15.93
-118.62,34.934,3.5205e+05,3.8669e+06,-12.84,15.94
-118.49,35.033,3.6408e+05,3.8777e+06,-13.82,14.43
-118.19,34.983,3.9139e+05,3.8718e+06,-10.08,15.76
-118.19,34.983,3.9139e+05,3.8718e+06,-10.87,15.16
-118.21,34.992,3.8957e+05,3.8728e+06,-12.41,14.37
-119.23,35.267,2.9715e+05,3.9049e+06,-12.49,11.32
-118.93,35.223,3.2435e+05,3.8995e+06,-12.54,10.79
-118.66,35.089,3.4868e+05,3.8842e+06,-13.24,14.25
-118.51,35.086,3.6235e+05,3.8836e+06,-11.58,14.71
-118.82,35.124,3.3416e+05,3.8883e+06,-15.71,13.1
-118.67,35.138,3.4786e+05,3.8896e+06,-13.61,12.99
-118.16,35.087,3.9426e+05,3.8833e+06,-10.25,13.96
-118.41,35.134,3.7154e+05,3.8888e+06,-9.84,13.11
-118.29,35.121,3.8246e+05,3.8872e+06,-10.98,13.59
-118.63,35.274,3.5175e+05,3.9046e+06,-11.99,12.33
-121.01,35.468,1.3608e+05,3.9323e+06,-30.64,34.64
-121.28,35.665,1.1251e+05,3.9552e+06,-29.42,37.33
-121.48,35.992,96059,3.9924e+06,-29.54,35.75
-120.83,35.359,1.5195e+05,3.9196e+06,-28.93,35.63
-120.83,35.359,1.5195e+05,3.9196e+06,-28.66,35.7
-120.61,35.325,1.7182e+05,3.9151e+06,-30.53,32.4
-120.7,35.386,1.6388e+05,3.9221e+06,-29.24,34.51
-120.7,35.386,1.6388e+05,3.9221e+06,-27.24,34.39
-120.3,35.346,2.0009e+05,3.9164e+06,-25.54,30.09
-120.57,35.456,1.7598e+05,3.9295e+06,-27.65,31.64
-120.57,35.456,1.7598e+05,3.9295e+06,-27.25,33.17
-120.35,35.393,1.9572e+05,3.9218e+06,-27.1,29.78
-120.75,35.472,1.597e+05,3.9319e+06,-28.38,35.41
-120.45,35.552,1.8725e+05,3.9397e+06,-25.59,30.44
-120.45,35.552,1.8725e+05,3.9397e+06,-25.24,31.56
-120.29,35.583,2.0187e+05,3.9427e+06,-23.99,29.03
-120.01,35.352,2.2647e+05,3.9162e+06,-24.86,27.11
-119.85,35.358,2.4104e+05,3.9165e+06,-19.41,21.93
-119.68,35.359,2.5649e+05,3.9162e+06,-9.78,16.57
-119.77,35.414,2.4848e+05,3.9225e+06,-13.55,17.51
-119.77,35.414,2.4848e+05,3.9225e+06,-13.51,16.22
-119.65,35.441,2.5946e+05,3.9252e+06,-10.72,13.62
-120.11,35.52,2.1797e+05,3.9352e+06,-20.63,24.98
-120.02,35.488,2.2602e+05,3.9314e+06,-20.37,22.93
-120.02,35.488,2.2602e+05,3.9314e+06,-20.68,23.71
-120,35.575,2.2813e+05,3.941e+06,-16.19,18.81
-120.35,35.607,1.9653e+05,3.9455e+06,-24.68,30.07
-120.26,35.605,2.0467e+05,3.945e+06,-22.73,26.46
-120.26,35.605,2.0467e+05,3.945e+06,-23.24,26.89
-120.38,35.674,1.9406e+05,3.9531e+06,-23.99,29.46
-120.38,35.674,1.9406e+05,3.9531e+06,-23.66,29.82
-120.27,35.708,2.0415e+05,3.9565e+06,-21.21,26.16
-120.47,35.763,1.8626e+05,3.9632e+06,-23.64,31.09
-120.47,35.763,1.8626e+05,3.9632e+06,-24.12,31.1
-120.42,35.789,1.9089e+05,3.9659e+06,-25.01,29.91
-120.35,35.746,1.9705e+05,3.961e+06,-22.14,27.72
-120.35,35.746,1.9705e+05,3.961e+06,-21.98,28.21
-120.27,35.756,2.0433e+05,3.9618e+06,-16.89,21.22
-120.27,35.756,2.0433e+05,3.9618e+06,-17.71,21.46
-120.44,35.833,1.8925e+05,3.9709e+06,-23.17,30.11
-120.44,35.833,1.8925e+05,3.9709e+06,-22.61,30.41
-120.44,35.835,1.8926e+05,3.9711e+06,-23.21,29.37
-120.47,35.864,1.8666e+05,3.9744e+06,-24.59,30.2
-120.35,35.831,1.9737e+05,3.9704e+06,-15.95,21.47
-120.35,35.831,1.9737e+05,3.9704e+06,-14.53,21.55
-120.29,35.816,2.0274e+05,3.9685e+06,-15.3,20.61
-120.32,35.859,2.0019e+05,3.9734e+06,-12.18,17.72
-120.18,35.686,2.1221e+05,3.9538e+06,-18.13,20.17
-120.18,35.686,2.1221e+05,3.9538e+06,-17.23,20.91
-119.85,35.603,2.4182e+05,3.9437e+06,-12.46,15.03
-120.22,35.788,2.0897e+05,3.9652e+06,-14.8,20.38
-120.22,35.788,2.0897e+05,3.9652e+06,-14.31,19.24
-119.39,35.398,2.8295e+05,3.9198e+06,-13.35,12.66
-119.26,35.819,2.9583e+05,3.9662e+06,-11.67,13.54
-118.48,35.642,3.6601e+05,3.9453e+06,-18.11,9.45
-118.47,35.662,3.6694e+05,3.9475e+06,-11.56,9.71
-118.59,35.745,3.5623e+05,3.9568e+06,-11.7,9.85
-120.71,35.949,1.6534e+05,3.9847e+06,-25.17,33.71
-120.44,35.885,1.8945e+05,3.9767e+06,-23.77,29.5
-120.46,35.888,1.8766e+05,3.9771e+06,-22.57,29.88
-120.46,35.888,1.8766e+05,3.9771e+06,-22.65,30.23
-120.47,35.9,1.868e+05,3.9784e+06,-22.84,29.94
-120.43,35.888,1.9037e+05,3.977e+06,-21.9,28.41
-120.43,35.888,1.9037e+05,3.977e+06,-21.22,29.26
-120.52,35.92,1.8237e+05,3.9808e+06,-22.2,30.05
-120.54,35.925,1.8058e+05,3.9814e+06,-23.44,32.84
-120.54,35.925,1.8058e+05,3.9814e+06,-24.08,32.35
-120.48,35.92,1.8598e+05,3.9807e+06,-23.86,28
-120.44,35.909,1.8955e+05,3.9793e+06,-14.16,19.86
-120.48,35.925,1.86e+05,3.9812e+06,-26.07,27.06
-120.46,35.922,1.8779e+05,3.9808e+06,-11.6,20.97
-120.37,35.87,1.9572e+05,3.9748e+06,-19.22,22.39
-120.26,35.878,2.0568e+05,3.9753e+06,-12.82,19.19
-120.31,35.895,2.0123e+05,3.9774e+06,-12.34,20.32
-120.31,35.896,2.0123e+05,3.9775e+06,-12.57,18.18
-120.35,35.914,1.9769e+05,3.9796e+06,-12.59,19.07
-120.35,35.914,1.9769e+05,3.9796e+06,-12.69,17.8
-120.41,35.936,1.9236e+05,3.9822e+06,-12.52,20.92
-120.5,35.95,1.8429e+05,3.9841e+06,-22.61,26.06
-120.58,35.971,1.7716e+05,3.9867e+06,-24.85,34.21
-120.58,35.97,1.7716e+05,3.9865e+06,-24.39,32.71
-120.54,35.957,1.8071e+05,3.985e+06,-24.65,32.79
-120.46,35.943,1.8787e+05,3.9832e+06,-12.51,19.21
-120.43,35.939,1.9057e+05,3.9826e+06,-12.19,19.29
-120.43,35.969,1.9068e+05,3.986e+06,-10.08,19.99
-120.43,35.969,1.9068e+05,3.986e+06,-10.87,19.08
-120.48,36.001,1.863e+05,3.9897e+06,-9.51,22.82
-120.68,36.03,1.6839e+05,3.9935e+06,-26.07,32.58
-120.68,36.03,1.6839e+05,3.9935e+06,-26.25,33.74
-120.6,36.079,1.758e+05,3.9987e+06,-10.61,16.41
-120.6,36.079,1.758e+05,3.9987e+06,-9.59,14.61
-120.05,35.889,2.2469e+05,3.9759e+06,-8.6,15.51
-120.82,36.188,1.5645e+05,4.0116e+06,-28.87,30.75
-118.14,36.023,3.9728e+05,3.9871e+06,-9.82,9.51
-119.29,36.289,2.9435e+05,4.0184e+06,-10.85,11.32
-118.73,36.185,3.4444e+05,4.0059e+06,-12.08,10.88
-118.11,34.247,3.9779e+05,3.7901e+06,-23.35,20.8
-118.03,34.333,4.0525e+05,3.7996e+06,-23.82,22.26
-118,34.346,4.0803e+05,3.801e+06,-24.04,22.63
-117.68,34.248,4.3739e+05,3.7899e+06,-18.86,21.28
-117.76,34.358,4.3011e+05,3.8021e+06,-19.27,18.83
-117.6,34.362,4.4483e+05,3.8025e+06,-16.74,21.63
-117.45,34.347,4.5861e+05,3.8007e+06,-17.12,18.36
-118.03,34.382,4.0531e+05,3.805e+06,-21.39,20.47
-117.86,34.413,4.2097e+05,3.8083e+06,-21.63,20.17
-117.85,34.458,4.2193e+05,3.8133e+06,-18.06,19.22
-117.68,34.382,4.3749e+05,3.8047e+06,-19.79,19.25
-117.77,34.493,4.293e+05,3.8171e+06,-15.24,17.75
-117.29,34.281,4.7331e+05,3.7934e+06,-17.13,18.63
-116.88,34.264,5.1105e+05,3.7914e+06,-14.92,21.3
-117.18,34.401,4.8346e+05,3.8066e+06,-17.89,16.62
-117.39,34.462,4.6418e+05,3.8135e+06,-15.22,14.21
-117.15,34.468,4.8622e+05,3.8141e+06,-14.09,13.89
-116.75,34.389,5.2298e+05,3.8053e+06,-11.02,16.81
-117.07,34.454,4.9357e+05,3.8125e+06,-11.02,16.97
-117.07,34.454,4.9357e+05,3.8125e+06,-14.88,14.68
-116.88,34.439,5.1102e+05,3.8108e+06,-15.21,14.73
-118.12,34.502,3.9718e+05,3.8184e+06,-21.74,20.12
-118.11,34.544,3.9815e+05,3.823e+06,-19.07,20.57
-117.92,34.5,4.1554e+05,3.818e+06,-15.2,19.43
-117.92,34.512,4.1555e+05,3.8193e+06,-15.86,18.88
-117.92,34.512,4.1555e+05,3.8193e+06,-15.08,19.47
-117.92,34.512,4.1555e+05,3.8193e+06,-18.37,18.96
-117.84,34.586,4.2296e+05,3.8275e+06,-16.56,17
-117.9,34.631,4.1751e+05,3.8325e+06,-12.21,16.57
-117.43,34.635,4.6059e+05,3.8327e+06,-13.56,14.52
-117.83,34.641,4.2393e+05,3.8335e+06,-15.12,16.42
-117.8,34.76,4.2679e+05,3.8467e+06,-17.44,14.01
-117.71,34.743,4.3501e+05,3.8448e+06,-10.2,15.07
-117.71,34.743,4.3501e+05,3.8448e+06,-12.6,15.58
-117.24,34.537,4.7798e+05,3.8217e+06,-13.87,14.38
-117.39,34.607,4.6424e+05,3.8295e+06,-15.03,16.21
-117.23,34.63,4.7892e+05,3.832e+06,-12.41,13.61
-116.84,34.516,5.1469e+05,3.8194e+06,-14.55,15.51
-117.3,34.749,4.7254e+05,3.8452e+06,-14.79,12.68
-116.62,34.258,5.3499e+05,3.7908e+06,-7.88,10.42
-116.62,34.258,5.3499e+05,3.7908e+06,-4.76,21.48
-116.47,34.264,5.4879e+05,3.7916e+06,-6.57,11.41
-116.43,34.267,5.5247e+05,3.7919e+06,-4.93,8.66
-116.51,34.344,5.4507e+05,3.8004e+06,-8.03,15.13
-116.28,34.255,5.6629e+05,3.7907e+06,-3.52,12.33
-116.28,34.255,5.6629e+05,3.7907e+06,-4.7,-1.62
-116.28,34.255,5.6629e+05,3.7907e+06,-8.09,0.43
-116.28,34.255,5.6629e+05,3.7907e+06,-1.15,5.39
-116.08,34.315,5.8465e+05,3.7975e+06,-0.32,7.54
-116.65,34.37,5.3218e+05,3.8032e+06,-10,16.79
-116.7,34.391,5.2758e+05,3.8056e+06,-11.11,15.65
-116.67,34.454,5.3031e+05,3.8125e+06,-8.15,14.96
-116.67,34.502,5.3029e+05,3.8179e+06,-11.76,13.92
-116.62,34.527,5.3487e+05,3.8207e+06,-11.73,12.58
-116.59,34.542,5.3762e+05,3.8223e+06,-9.29,12.09
-116.47,34.56,5.4862e+05,3.8244e+06,-4.55,3.76
-116.56,34.574,5.4036e+05,3.8259e+06,-8.75,6.75
-116.52,34.589,5.4402e+05,3.8276e+06,-6.47,5.84
-116.49,34.618,5.4675e+05,3.8308e+06,-6.13,4.8
-116.72,34.676,5.2565e+05,3.8371e+06,-10.5,8.73
-116.33,34.734,5.6134e+05,3.8437e+06,-2.12,1.93
-115.74,34.559,6.1559e+05,3.8249e+06,-1.59,-0.75
-116.02,34.624,5.8984e+05,3.8318e+06,-2.22,1.6
-115.93,34.728,5.9796e+05,3.8434e+06,-3.17,-0.1
-117.86,34.984,4.2151e+05,3.8716e+06,-11.45,14.23
-117.69,34.925,4.3698e+05,3.8649e+06,-11.28,14.82
-117.53,35.007,4.5164e+05,3.8739e+06,-8.5,13.37
-117.5,34.977,4.5436e+05,3.8706e+06,-10.74,11
-117.17,34.834,4.8446e+05,3.8546e+06,-11.24,13.36
-116.98,34.904,5.0183e+05,3.8624e+06,-10.07,11.15
-117.42,34.948,4.6165e+05,3.8674e+06,-7.49,12.57
-117.21,34.975,4.8083e+05,3.8703e+06,-8.68,12.07
-117.9,35.115,4.1799e+05,3.8862e+06,-10.46,13.43
-118.08,35.225,4.0172e+05,3.8985e+06,-11.57,13.05
-116.81,35.3,5.1727e+05,3.9063e+06,-5.86,5.55
-116.42,34.785,5.5306e+05,3.8494e+06,-4.84,2.85
-116.53,34.839,5.4297e+05,3.8553e+06,-7.28,3.83
-115.33,34.806,6.5276e+05,3.8528e+06,-0.91,0.3
-116.41,35.072,5.5379e+05,3.8812e+06,-5.76,1.69
-115.4,35.142,6.4576e+05,3.89e+06,-2.15,-0.18
-114.6,34.807,7.1954e+05,3.8543e+06,-2.17,0.99
-117.96,35.426,4.1285e+05,3.9207e+06,-11.31,11.05
-117.69,35.337,4.373e+05,3.9106e+06,-8.1,11.92
-117.61,35.366,4.4459e+05,3.9138e+06,-7.69,11.1
-117.58,35.429,4.4735e+05,3.9208e+06,-8.96,11.64
-118.1,35.495,4.0023e+05,3.9285e+06,-11.42,11.13
-117.87,35.584,4.2118e+05,3.9382e+06,-11.1,10.54
-117.71,35.47,4.3558e+05,3.9254e+06,-9.32,11.05
-117.71,35.513,4.3562e+05,3.9302e+06,-8.82,10.85
-117.56,35.569,4.4926e+05,3.9363e+06,-9.72,9.95
-117.33,35.434,4.7005e+05,3.9212e+06,-7.91,9.4
-116.89,35.332,5.1e+05,3.9099e+06,-4.65,6.21
-116.89,35.332,5.1e+05,3.9099e+06,-4.73,7.04
-116.89,35.332,5.1e+05,3.9099e+06,-3.42,7.66
-116.89,35.331,5.1e+05,3.9098e+06,-2.41,8.06
-116.89,35.331,5.1e+05,3.9098e+06,-6.3,5.95
-116.89,35.425,5.0999e+05,3.9202e+06,-5.05,6.11
-116.89,35.424,5.0999e+05,3.9201e+06,-8.2,7.44
-116.89,35.425,5.0999e+05,3.9202e+06,-6.49,5.48
-116.89,35.425,5.0999e+05,3.9202e+06,-6.68,5.67
-117.15,35.522,4.864e+05,3.9309e+06,-6.62,7.59
-117.81,35.647,4.2667e+05,3.9451e+06,-9.27,11
-118.04,35.668,4.0587e+05,3.9476e+06,-11.04,11.14
-117.74,35.66,4.3302e+05,3.9465e+06,-9.49,11.32
-117.97,35.845,4.124e+05,3.9672e+06,-9.83,10.66
-117.54,35.74,4.5117e+05,3.9552e+06,-9.62,8.83
-117.75,35.823,4.3225e+05,3.9646e+06,-12.94,10.47
-117.2,35.615,4.8189e+05,3.9413e+06,-7.13,7.46
-117.4,35.769,4.6384e+05,3.9584e+06,-7.36,7.7
-117.33,35.813,4.7019e+05,3.9633e+06,-6.52,6.28
-116.29,35.397,5.6447e+05,3.9173e+06,-3.71,0.64
-115.89,35.371,6.0083e+05,3.9148e+06,-3.58,1.42
-115.42,35.541,6.4323e+05,3.9342e+06,-1.57,1.29
-116.3,35.867,5.632e+05,3.9694e+06,-3.33,2.21
-117.48,35.925,4.567e+05,3.9757e+06,-8.32,6.45
-117.94,36.045,4.1533e+05,3.9893e+06,-8.77,10.53
-117.88,36.062,4.2075e+05,3.9912e+06,-6.9,7.99
-117.87,36.061,4.2165e+05,3.9911e+06,-6.55,8.91
-117.45,36.053,4.5947e+05,3.9899e+06,-7.33,6.5
-117.29,35.913,4.7383e+05,3.9743e+06,-6.48,6.28
-117.33,35.978,4.7025e+05,3.9816e+06,-6.13,5.37
-117.18,36.035,4.8378e+05,3.9878e+06,-6.25,4.67
-117.91,36.203,4.1819e+05,4.0068e+06,-8.95,7.45
-117.68,36.15,4.3883e+05,4.0008e+06,-9.14,4.88
-117.58,36.232,4.4788e+05,4.0098e+06,-8.28,6.1
-117.55,36.279,4.506e+05,4.015e+06,-6.27,6.07
-117.64,36.307,4.4254e+05,4.0182e+06,-6.54,5.09
-117.42,36.34,4.6231e+05,4.0217e+06,-6.25,6.49
-117.3,36.349,4.7308e+05,4.0227e+06,-4.45,6.29
-117.17,36.294,4.8474e+05,4.0166e+06,-4.34,3.47
-117.28,36.402,4.7489e+05,4.0286e+06,-5.52,4.19
-116.65,36.316,5.3142e+05,4.0191e+06,-3.37,0.84
-116.42,36.304,5.5207e+05,4.0178e+06,-2.52,1.66
-116.48,36.397,5.4663e+05,4.0281e+06,-3.11,1.05
-120.35,36.501,1.9994e+05,4.0447e+06,-7.75,9.92
-119.12,36.738,3.1071e+05,4.0679e+06,-9.51,11.14
-118.18,36.781,3.9471e+05,4.0712e+06,-6.71,8.15
-118.28,37.231,3.8645e+05,4.1213e+06,-6.99,6.83
-118.29,37.233,3.8557e+05,4.1215e+06,-7.6,6.62
-118.28,37.232,3.8646e+05,4.1214e+06,-5.55,6.7
-118.15,37.271,3.9804e+05,4.1256e+06,-7.17,4.91
-118.24,37.572,3.905e+05,4.1591e+06,-5.13,4.81
-117.79,36.538,4.2929e+05,4.0439e+06,-8.88,5.55
-118.12,36.603,3.9983e+05,4.0514e+06,-8.49,7.92
-117.21,36.542,4.812e+05,4.0441e+06,-4.36,3.18
-117.15,36.606,4.8659e+05,4.0512e+06,-5.87,2.87
-117.03,36.638,4.9732e+05,4.0547e+06,-4.28,3.78
-118.1,36.914,4.0201e+05,4.0859e+06,-8.15,6.06
-116.98,36.724,5.0179e+05,4.0643e+06,-3.12,2.14
-116.93,36.792,5.0625e+05,4.0718e+06,-4.85,1.67
-116.75,36.828,5.2229e+05,4.0758e+06,-3.76,2.85
-116.86,36.858,5.1248e+05,4.0791e+06,-3.38,3.08
-116.16,36.69,5.7504e+05,4.0608e+06,-1.73,0.97
-116.47,36.838,5.4726e+05,4.077e+06,-3.18,1.1
