"lon","lat","x","y"
-121.13,37,1.3244e+05,4.1029e+06
-121.14,37.005,1.3157e+05,4.1034e+06
-121.14,37.009,1.3159e+05,4.1039e+06
-121.14,37.013,1.3161e+05,4.1043e+06
-121.15,37.016,1.3074e+05,4.1047e+06
-121.15,37.022,1.3077e+05,4.1054e+06
-121.15,37.027,1.3079e+05,4.1059e+06
-121.16,37.031,1.2992e+05,4.1064e+06
-121.16,37.035,1.2994e+05,4.1069e+06
-121.16,37.039,1.2996e+05,4.1073e+06
-121.16,37.043,1.2998e+05,4.1077e+06
-121.17,37.046,1.291e+05,4.1081e+06
-121.17,37.049,1.2912e+05,4.1084e+06
-121.17,37.055,1.2915e+05,4.1091e+06
-121.17,37.058,1.2916e+05,4.1094e+06
-121.16,37.061,1.3007e+05,4.1097e+06
-121.16,37.064,1.3008e+05,4.1101e+06
-121.15,37.067,1.3098e+05,4.1104e+06
-121.15,37.07,1.31e+05,4.1107e+06
-121.15,37.074,1.3102e+05,4.1111e+06
-121.14,37.079,1.3193e+05,4.1117e+06
-121.14,37.084,1.3196e+05,4.1122e+06
-121.14,37.089,1.3198e+05,4.1128e+06
-121.14,37.095,1.3201e+05,4.1134e+06
-121.13,37.099,1.3292e+05,4.1138e+06
-121.13,37.097,1.3291e+05,4.1136e+06
-121.13,37.093,1.3289e+05,4.1132e+06
-121.12,37.085,1.3374e+05,4.1123e+06
-121.11,37.08,1.3461e+05,4.1117e+06
-121.11,37.076,1.3459e+05,4.1112e+06
-121.1,37.074,1.3547e+05,4.111e+06
-121.1,37.071,1.3545e+05,4.1106e+06
-121.09,37.068,1.3633e+05,4.1102e+06
-121.09,37.065,1.3631e+05,4.1099e+06
-121.09,37.062,1.363e+05,4.1096e+06
-121.08,37.058,1.3717e+05,4.1091e+06
-121.08,37.054,1.3715e+05,4.1087e+06
-121.07,37.05,1.3802e+05,4.1082e+06
-121.07,37.046,1.38e+05,4.1077e+06
-121.07,37.041,1.3798e+05,4.1072e+06
-121.07,37.036,1.3795e+05,4.1066e+06
-121.06,37.031,1.3882e+05,4.106e+06
-121.06,37.025,1.3879e+05,4.1054e+06
-121.07,37.021,1.3788e+05,4.105e+06
-121.08,37.02,1.3699e+05,4.1049e+06
-121.08,37.022,1.37e+05,4.1051e+06
-121.09,37.025,1.3612e+05,4.1055e+06
-121.09,37.026,1.3613e+05,4.1056e+06
-121.1,37.025,1.3523e+05,4.1055e+06
-121.11,37.023,1.3433e+05,4.1053e+06
-121.11,37.02,1.3432e+05,4.105e+06
-121.11,37.015,1.3429e+05,4.1044e+06
-121.11,37.01,1.3427e+05,4.1039e+06
-121.11,37.003,1.3424e+05,4.1031e+06
-121.11,37,1.3422e+05,4.1028e+06
NaN,NaN,NaN,NaN
-119.69,37,2.6063e+05,4.0983e+06
-119.69,37.004,2.6064e+05,4.0987e+06
-119.69,37.008,2.6066e+05,4.0991e+06
-119.68,37.011,2.6155e+05,4.0995e+06
-119.68,37.013,2.6156e+05,4.0997e+06
-119.67,37.016,2.6246e+05,4.1e+06
-119.67,37.019,2.6247e+05,4.1003e+06
-119.66,37.022,2.6337e+05,4.1006e+06
-119.66,37.025,2.6338e+05,4.101e+06
-119.66,37.028,2.6339e+05,4.1013e+06
-119.65,37.031,2.6429e+05,4.1016e+06
-119.65,37.034,2.643e+05,4.1019e+06
-119.64,37.037,2.6519e+05,4.1022e+06
-119.64,37.04,2.652e+05,4.1026e+06
-119.63,37.043,2.661e+05,4.1029e+06
-119.62,37.044,2.6699e+05,4.103e+06
-119.62,37.045,2.67e+05,4.1031e+06
-119.61,37.046,2.6789e+05,4.1032e+06
-119.6,37.049,2.6879e+05,4.1035e+06
-119.6,37.052,2.688e+05,4.1038e+06
-119.6,37.056,2.6881e+05,4.1042e+06
-119.6,37.05,2.6879e+05,4.1036e+06
-119.6,37.044,2.6877e+05,4.1029e+06
-119.6,37.039,2.6876e+05,4.1024e+06
-119.6,37.037,2.6875e+05,4.1021e+06
-119.6,37.032,2.6874e+05,4.1016e+06
-119.6,37.028,2.6873e+05,4.1011e+06
-119.61,37.024,2.6782e+05,4.1007e+06
-119.61,37.021,2.6781e+05,4.1004e+06
-119.62,37.02,2.6692e+05,4.1003e+06
-119.62,37.023,2.6693e+05,4.1006e+06
-119.63,37.021,2.6603e+05,4.1004e+06
-119.63,37.016,2.6602e+05,4.0999e+06
-119.64,37.012,2.6512e+05,4.0995e+06
-119.64,37.008,2.651e+05,4.099e+06
-119.64,37.004,2.6509e+05,4.0986e+06
-119.65,37.001,2.6419e+05,4.0983e+06
-119.65,37,2.6419e+05,4.0982e+06
NaN,NaN,NaN,NaN
-118.73,37.663,3.4741e+05,4.1698e+06
-118.73,37.658,3.474e+05,4.1693e+06
-118.73,37.653,3.4739e+05,4.1687e+06
-118.73,37.648,3.4738e+05,4.1682e+06
-118.73,37.642,3.4737e+05,4.1675e+06
-118.72,37.638,3.4824e+05,4.167e+06
-118.72,37.632,3.4823e+05,4.1664e+06
-118.72,37.627,3.4822e+05,4.1658e+06
-118.72,37.621,3.4821e+05,4.1652e+06
-118.72,37.615,3.482e+05,4.1645e+06
-118.72,37.609,3.4818e+05,4.1638e+06
-118.72,37.603,3.4817e+05,4.1632e+06
-118.72,37.596,3.4816e+05,4.1624e+06
-118.72,37.592,3.4815e+05,4.1619e+06
-118.71,37.589,3.4903e+05,4.1616e+06
-118.72,37.585,3.4814e+05,4.1612e+06
-118.72,37.583,3.4813e+05,4.1609e+06
-118.73,37.583,3.4725e+05,4.161e+06
-118.74,37.584,3.4637e+05,4.1611e+06
-118.75,37.586,3.4549e+05,4.1613e+06
-118.75,37.588,3.4549e+05,4.1615e+06
-118.76,37.59,3.4461e+05,4.1618e+06
-118.76,37.593,3.4462e+05,4.1621e+06
-118.77,37.597,3.4375e+05,4.1626e+06
-118.77,37.601,3.4375e+05,4.163e+06
-118.77,37.606,3.4376e+05,4.1636e+06
-118.77,37.611,3.4378e+05,4.1641e+06
-118.77,37.614,3.4378e+05,4.1645e+06
-118.76,37.618,3.4467e+05,4.1649e+06
-118.75,37.62,3.4556e+05,4.1651e+06
-118.75,37.622,3.4556e+05,4.1653e+06
-118.74,37.625,3.4645e+05,4.1656e+06
-118.74,37.63,3.4646e+05,4.1662e+06
-118.74,37.637,3.4648e+05,4.167e+06
-118.74,37.642,3.4649e+05,4.1675e+06
-118.74,37.648,3.465e+05,4.1682e+06
-118.75,37.653,3.4563e+05,4.1688e+06
-118.75,37.658,3.4564e+05,4.1693e+06
-118.75,37.663,3.4565e+05,4.1699e+06
-118.75,37.668,3.4566e+05,4.1704e+06
-118.75,37.674,3.4567e+05,4.1711e+06
-118.75,37.677,3.4568e+05,4.1714e+06
-118.74,37.679,3.4656e+05,4.1716e+06
-118.74,37.675,3.4655e+05,4.1712e+06
-118.74,37.67,3.4654e+05,4.1706e+06
-118.73,37.663,3.4741e+05,4.1698e+06
NaN,NaN,NaN,NaN
-118.22,37.087,3.9157e+05,4.1052e+06
-118.22,37.082,3.9156e+05,4.1047e+06
-118.21,37.077,3.9245e+05,4.1041e+06
-118.21,37.072,3.9244e+05,4.1035e+06
-118.21,37.066,3.9243e+05,4.1029e+06
-118.21,37.06,3.9242e+05,4.1022e+06
-118.21,37.055,3.9241e+05,4.1017e+06
-118.22,37.051,3.9152e+05,4.1012e+06
-118.22,37.051,3.9152e+05,4.1012e+06
-118.23,37.052,3.9063e+05,4.1013e+06
-118.24,37.055,3.8975e+05,4.1017e+06
-118.24,37.059,3.8975e+05,4.1021e+06
-118.24,37.063,3.8976e+05,4.1026e+06
-118.25,37.069,3.8888e+05,4.1033e+06
-118.25,37.075,3.8889e+05,4.1039e+06
-118.25,37.081,3.889e+05,4.1046e+06
-118.25,37.087,3.889e+05,4.1053e+06
-118.24,37.093,3.898e+05,4.1059e+06
-118.24,37.095,3.898e+05,4.1061e+06
-118.23,37.096,3.9069e+05,4.1062e+06
-118.22,37.094,3.9158e+05,4.106e+06
-118.22,37.09,3.9158e+05,4.1056e+06
-118.22,37.087,3.9157e+05,4.1052e+06
NaN,NaN,NaN,NaN
-122,36.962,54741,4.1024e+06
-122,36.962,54741,4.1024e+06
-122,36.961,54735,4.1022e+06
-122,36.961,54735,4.1022e+06
-122,36.96,54729,4.1021e+06
-122,36.96,54729,4.1021e+06
-122,36.959,54723,4.102e+06
-121.99,36.959,55614,4.102e+06
-121.99,36.958,55609,4.1019e+06
-121.99,36.958,55609,4.1019e+06
-121.99,36.959,55614,4.102e+06
-121.99,36.959,55614,4.102e+06
-121.99,36.959,55614,4.102e+06
-121.98,36.958,56500,4.1018e+06
-121.98,36.957,56494,4.1017e+06
-121.98,36.956,56488,4.1016e+06
-121.98,36.956,56488,4.1016e+06
-121.98,36.955,56482,4.1015e+06
-121.98,36.955,56482,4.1015e+06
-121.98,36.954,56477,4.1014e+06
-121.98,36.954,56477,4.1014e+06
-121.98,36.954,56477,4.1014e+06
-121.97,36.954,57368,4.1013e+06
-121.97,36.954,57368,4.1013e+06
-121.97,36.957,57385,4.1017e+06
-121.97,36.957,57385,4.1017e+06
-121.97,36.958,57391,4.1018e+06
-121.97,36.959,57397,4.1019e+06
-121.97,36.959,57397,4.1019e+06
-121.97,36.959,57397,4.1019e+06
-121.96,36.966,58329,4.1026e+06
-121.96,36.968,58340,4.1028e+06
-121.96,36.97,58352,4.1031e+06
-121.96,36.97,58352,4.1031e+06
-121.96,36.97,58352,4.1031e+06
-121.95,36.971,59249,4.1031e+06
-121.95,36.971,59249,4.1031e+06
-121.95,36.971,59249,4.1031e+06
-121.95,36.972,59254,4.1032e+06
-121.95,36.972,59254,4.1032e+06
-121.95,36.972,59254,4.1032e+06
-121.95,36.973,59260,4.1033e+06
-121.94,36.974,60157,4.1034e+06
-121.94,36.974,60157,4.1034e+06
-121.94,36.976,60168,4.1036e+06
-121.94,36.976,60168,4.1036e+06
-121.94,36.977,60174,4.1037e+06
-121.94,36.977,60174,4.1037e+06
-121.93,36.977,61065,4.1037e+06
-121.93,36.977,61065,4.1037e+06
-121.93,36.977,61065,4.1037e+06
-121.93,36.976,61059,4.1036e+06
-121.92,36.976,61950,4.1035e+06
-121.92,36.975,61945,4.1034e+06
-121.92,36.975,61945,4.1034e+06
-121.92,36.974,61939,4.1033e+06
-121.92,36.974,61939,4.1033e+06
-121.92,36.973,61933,4.1032e+06
-121.92,36.972,61927,4.1031e+06
-121.92,36.972,61927,4.1031e+06
-121.91,36.972,62818,4.103e+06
-121.91,36.971,62813,4.1029e+06
-121.91,36.971,62813,4.1029e+06
-121.91,36.971,62813,4.1029e+06
-121.91,36.97,62807,4.1028e+06
-121.91,36.97,62807,4.1028e+06
-121.91,36.969,62801,4.1027e+06
-121.91,36.969,62801,4.1027e+06
-121.91,36.968,62795,4.1026e+06
-121.91,36.968,62795,4.1026e+06
-121.91,36.967,62790,4.1025e+06
-121.9,36.966,63675,4.1023e+06
-121.9,36.966,63675,4.1023e+06
-121.9,36.966,63675,4.1023e+06
-121.9,36.965,63669,4.1022e+06
-121.9,36.965,63669,4.1022e+06
-121.9,36.964,63664,4.1021e+06
-121.9,36.963,63658,4.102e+06
-121.9,36.963,63658,4.102e+06
-121.89,36.959,64526,4.1015e+06
-121.89,36.959,64526,4.1015e+06
-121.89,36.958,64520,4.1014e+06
-121.89,36.957,64515,4.1013e+06
-121.89,36.953,64492,4.1008e+06
-121.88,36.953,65383,4.1008e+06
-121.88,36.951,65372,4.1006e+06
-121.88,36.949,65360,4.1004e+06
-121.88,36.949,65360,4.1004e+06
-121.88,36.948,65355,4.1002e+06
-121.88,36.948,65355,4.1002e+06
-121.88,36.946,65343,4.1e+06
-121.88,36.945,65337,4.0999e+06
-121.88,36.944,65332,4.0998e+06
-121.88,36.943,65326,4.0997e+06
-121.87,36.938,66189,4.0991e+06
-121.87,36.937,66183,4.099e+06
-121.87,36.936,66178,4.0989e+06
-121.87,36.936,66178,4.0989e+06
-121.87,36.935,66172,4.0988e+06
-121.87,36.934,66166,4.0986e+06
-121.87,36.934,66166,4.0986e+06
-121.87,36.933,66160,4.0985e+06
-121.87,36.932,66155,4.0984e+06
-121.86,36.932,67046,4.0984e+06
-121.86,36.932,67046,4.0984e+06
-121.86,36.931,67041,4.0983e+06
-121.86,36.928,67024,4.0979e+06
-121.86,36.928,67024,4.0979e+06
-121.86,36.927,67018,4.0978e+06
-121.86,36.926,67012,4.0977e+06
-121.86,36.924,67001,4.0975e+06
-121.86,36.923,66995,4.0974e+06
-121.86,36.922,66990,4.0973e+06
-121.86,36.921,66984,4.0972e+06
-121.85,36.919,67864,4.0969e+06
-121.85,36.917,67853,4.0967e+06
-121.85,36.915,67841,4.0964e+06
-121.85,36.914,67836,4.0963e+06
-121.85,36.913,67830,4.0962e+06
-121.85,36.911,67819,4.096e+06
-121.85,36.91,67813,4.0959e+06
-121.85,36.909,67808,4.0958e+06
-121.85,36.908,67802,4.0957e+06
-121.85,36.906,67791,4.0954e+06
-121.85,36.905,67785,4.0953e+06
-121.84,36.903,68665,4.0951e+06
-121.84,36.902,68660,4.095e+06
-121.84,36.901,68654,4.0948e+06
-121.84,36.901,68654,4.0948e+06
-121.84,36.899,68643,4.0946e+06
-121.84,36.898,68637,4.0945e+06
-121.84,36.896,68626,4.0943e+06
-121.84,36.895,68620,4.0942e+06
-121.84,36.895,68620,4.0942e+06
-121.84,36.894,68615,4.0941e+06
-121.84,36.892,68603,4.0938e+06
-121.84,36.891,68598,4.0937e+06
-121.83,36.887,69467,4.0932e+06
-121.83,36.886,69461,4.0931e+06
-121.83,36.886,69461,4.0931e+06
-121.83,36.884,69450,4.0929e+06
-121.83,36.883,69444,4.0928e+06
-121.83,36.882,69439,4.0927e+06
-121.83,36.881,69433,4.0926e+06
-121.83,36.879,69422,4.0924e+06
-121.83,36.878,69416,4.0922e+06
-121.83,36.877,69411,4.0921e+06
-121.83,36.877,69411,4.0921e+06
-121.83,36.876,69405,4.092e+06
-121.83,36.875,69399,4.0919e+06
-121.83,36.873,69388,4.0917e+06
-121.82,36.872,70275,4.0915e+06
-121.82,36.871,70269,4.0914e+06
-121.82,36.87,70263,4.0913e+06
-121.82,36.869,70258,4.0912e+06
-121.82,36.868,70252,4.0911e+06
-121.82,36.868,70252,4.0911e+06
-121.82,36.867,70247,4.091e+06
-121.82,36.866,70241,4.0909e+06
-121.82,36.865,70235,4.0908e+06
-121.82,36.862,70218,4.0904e+06
-121.82,36.862,70218,4.0904e+06
-121.82,36.861,70213,4.0903e+06
-121.82,36.859,70202,4.0901e+06
-121.82,36.858,70196,4.09e+06
-121.82,36.858,70196,4.09e+06
-121.82,36.855,70179,4.0896e+06
-121.81,36.855,71072,4.0896e+06
-121.81,36.854,71066,4.0895e+06
-121.81,36.853,71060,4.0894e+06
-121.81,36.852,71055,4.0893e+06
-121.81,36.852,71055,4.0893e+06
-121.81,36.852,71055,4.0893e+06
-121.81,36.851,71049,4.0892e+06
-121.81,36.85,71043,4.089e+06
-121.81,36.85,71043,4.089e+06
-121.81,36.849,71038,4.0889e+06
-121.81,36.848,71032,4.0888e+06
-121.81,36.846,71021,4.0886e+06
-121.81,36.845,71015,4.0885e+06
-121.81,36.843,71004,4.0883e+06
-121.81,36.842,70999,4.0882e+06
-121.81,36.841,70993,4.088e+06
-121.81,36.84,70987,4.0879e+06
-121.81,36.838,70976,4.0877e+06
-121.81,36.837,70971,4.0876e+06
-121.8,36.833,71841,4.0871e+06
-121.8,36.831,71830,4.0869e+06
-121.8,36.83,71824,4.0868e+06
-121.8,36.829,71818,4.0867e+06
-121.8,36.827,71807,4.0864e+06
-121.8,36.826,71802,4.0863e+06
-121.8,36.826,71802,4.0863e+06
-121.8,36.823,71785,4.086e+06
-121.8,36.822,71779,4.0859e+06
-121.8,36.819,71763,4.0856e+06
-121.79,36.818,72650,4.0854e+06
-121.79,36.816,72639,4.0852e+06
-121.79,36.814,72627,4.085e+06
-121.79,36.812,72616,4.0847e+06
-121.79,36.812,72616,4.0847e+06
-121.79,36.811,72611,4.0846e+06
-121.79,36.809,72600,4.0844e+06
-121.79,36.809,72600,4.0844e+06
-121.79,36.808,72594,4.0843e+06
-121.79,36.807,72588,4.0842e+06
-121.79,36.807,72588,4.0842e+06
-121.79,36.806,72583,4.0841e+06
-121.79,36.804,72572,4.0838e+06
-121.79,36.802,72561,4.0836e+06
-121.79,36.801,72555,4.0835e+06
-121.79,36.8,72549,4.0834e+06
-121.79,36.798,72538,4.0832e+06
-121.79,36.798,72538,4.0832e+06
-121.79,36.797,72533,4.0831e+06
-121.79,36.795,72522,4.0828e+06
-121.79,36.795,72522,4.0828e+06
-121.79,36.793,72510,4.0826e+06
-121.79,36.792,72505,4.0825e+06
-121.79,36.79,72494,4.0823e+06
-121.8,36.789,71595,4.0822e+06
-121.8,36.788,71589,4.0821e+06
-121.8,36.786,71578,4.0819e+06
-121.8,36.784,71567,4.0817e+06
-121.8,36.783,71562,4.0816e+06
-121.8,36.782,71556,4.0814e+06
-121.8,36.781,71550,4.0813e+06
-121.8,36.779,71539,4.0811e+06
-121.8,36.778,71534,4.081e+06
-121.8,36.776,71522,4.0808e+06
-121.8,36.775,71517,4.0807e+06
-121.8,36.772,71500,4.0803e+06
-121.8,36.772,71500,4.0803e+06
-121.8,36.77,71489,4.0801e+06
-121.8,36.769,71483,4.08e+06
-121.8,36.767,71472,4.0798e+06
-121.8,36.766,71467,4.0797e+06
-121.8,36.761,71439,4.0791e+06
-121.8,36.759,71428,4.0789e+06
-121.81,36.758,70528,4.0788e+06
-121.81,36.757,70523,4.0787e+06
-121.81,36.756,70517,4.0786e+06
-121.8,36.754,71400,4.0783e+06
-121.8,36.754,71400,4.0783e+06
-121.8,36.752,71388,4.0781e+06
-121.81,36.752,70495,4.0782e+06
-121.81,36.752,70495,4.0782e+06
-121.81,36.753,70501,4.0783e+06
-121.81,36.752,70495,4.0782e+06
-121.81,36.752,70495,4.0782e+06
-121.81,36.726,70350,4.0753e+06
-121.81,36.726,70350,4.0753e+06
-121.81,36.725,70344,4.0752e+06
-121.81,36.724,70338,4.0751e+06
-121.81,36.723,70333,4.0749e+06
-121.81,36.72,70316,4.0746e+06
-121.81,36.717,70299,4.0743e+06
-121.81,36.715,70288,4.0741e+06
-121.81,36.714,70283,4.0739e+06
-121.81,36.714,70283,4.0739e+06
-121.81,36.713,70277,4.0738e+06
-121.81,36.712,70271,4.0737e+06
-121.81,36.711,70266,4.0736e+06
-121.81,36.709,70255,4.0734e+06
-121.81,36.707,70243,4.0732e+06
-121.81,36.702,70216,4.0726e+06
-121.81,36.702,70216,4.0726e+06
-121.81,36.7,70204,4.0724e+06
-121.81,36.698,70193,4.0722e+06
-121.81,36.697,70188,4.0721e+06
-121.81,36.697,70188,4.0721e+06
-121.81,36.695,70176,4.0718e+06
-121.81,36.694,70171,4.0717e+06
-121.81,36.693,70165,4.0716e+06
-121.81,36.69,70149,4.0713e+06
-121.81,36.686,70126,4.0708e+06
-121.81,36.685,70121,4.0707e+06
-121.81,36.684,70115,4.0706e+06
-121.82,36.682,69210,4.0704e+06
-121.82,36.681,69204,4.0703e+06
-121.82,36.679,69193,4.0701e+06
-121.82,36.678,69187,4.07e+06
-121.82,36.677,69182,4.0699e+06
-121.82,36.676,69176,4.0698e+06
-121.82,36.676,69176,4.0698e+06
-121.82,36.675,69170,4.0697e+06
-121.82,36.674,69165,4.0695e+06
-121.82,36.672,69154,4.0693e+06
-121.82,36.671,69148,4.0692e+06
-121.82,36.669,69137,4.069e+06
-121.82,36.668,69131,4.0689e+06
-121.82,36.666,69120,4.0687e+06
-121.82,36.665,69114,4.0685e+06
-121.82,36.664,69109,4.0684e+06
-121.82,36.663,69103,4.0683e+06
-121.82,36.662,69098,4.0682e+06
-121.82,36.662,69098,4.0682e+06
-121.82,36.66,69087,4.068e+06
-121.82,36.658,69075,4.0678e+06
-121.83,36.657,68175,4.0677e+06
-121.83,36.656,68169,4.0676e+06
-121.83,36.655,68164,4.0675e+06
-121.83,36.654,68158,4.0674e+06
-121.83,36.652,68147,4.0671e+06
-121.83,36.651,68141,4.067e+06
-121.83,36.651,68141,4.067e+06
-121.83,36.65,68136,4.0669e+06
-121.83,36.648,68125,4.0667e+06
-121.83,36.646,68113,4.0665e+06
-121.84,36.645,67213,4.0664e+06
-121.84,36.644,67207,4.0663e+06
-121.84,36.642,67196,4.0661e+06
-121.84,36.641,67191,4.066e+06
-121.84,36.64,67185,4.0659e+06
-121.84,36.639,67179,4.0658e+06
-121.84,36.638,67174,4.0656e+06
-121.84,36.638,67174,4.0656e+06
-121.84,36.634,67151,4.0652e+06
-121.84,36.633,67146,4.0651e+06
-121.84,36.632,67140,4.065e+06
-121.84,36.631,67135,4.0649e+06
-121.85,36.629,66228,4.0647e+06
-121.85,36.628,66223,4.0646e+06
-121.85,36.627,66217,4.0645e+06
-121.85,36.626,66211,4.0644e+06
-121.86,36.615,65254,4.0632e+06
-121.86,36.614,65249,4.0631e+06
-121.86,36.612,65238,4.0628e+06
-121.86,36.612,65238,4.0628e+06
-121.86,36.612,65238,4.0628e+06
-121.86,36.611,65232,4.0627e+06
-121.86,36.61,65226,4.0626e+06
-121.87,36.609,64325,4.0626e+06
-121.87,36.609,64325,4.0626e+06
-121.87,36.608,64320,4.0624e+06
-121.87,36.608,64320,4.0624e+06
-121.87,36.607,64314,4.0623e+06
-121.87,36.606,64309,4.0622e+06
-121.87,36.606,64309,4.0622e+06
-121.87,36.605,64303,4.0621e+06
-121.87,36.605,64303,4.0621e+06
-121.88,36.604,63402,4.062e+06
-121.88,36.604,63402,4.062e+06
-121.88,36.603,63396,4.0619e+06
-121.88,36.603,63396,4.0619e+06
-121.88,36.602,63391,4.0618e+06
-121.89,36.602,62495,4.0619e+06
-121.89,36.603,62501,4.062e+06
-121.89,36.603,62501,4.062e+06
-121.89,36.604,62507,4.0621e+06
-121.89,36.605,62512,4.0622e+06
-121.89,36.606,62518,4.0623e+06
-121.89,36.606,62518,4.0623e+06
-121.89,36.607,62524,4.0624e+06
-121.89,36.609,62535,4.0626e+06
-121.89,36.61,62541,4.0628e+06
-121.89,36.611,62546,4.0629e+06
-121.89,36.611,62546,4.0629e+06
-121.89,36.612,62552,4.063e+06
-121.9,36.613,61662,4.0631e+06
-121.9,36.614,61668,4.0632e+06
-121.9,36.617,61685,4.0636e+06
-121.9,36.621,61708,4.064e+06
-121.9,36.622,61714,4.0641e+06
-121.9,36.623,61719,4.0642e+06
-121.9,36.623,61719,4.0642e+06
-121.91,36.623,60824,4.0643e+06
-121.91,36.624,60830,4.0644e+06
-121.91,36.624,60830,4.0644e+06
-121.91,36.625,60836,4.0645e+06
-121.91,36.625,60836,4.0645e+06
-121.91,36.626,60841,4.0646e+06
-121.91,36.626,60841,4.0646e+06
-121.91,36.626,60841,4.0646e+06
-121.91,36.627,60847,4.0647e+06
-121.91,36.629,60858,4.065e+06
-121.91,36.63,60864,4.0651e+06
-121.92,36.63,59969,4.0651e+06
-121.92,36.63,59969,4.0651e+06
-121.92,36.63,59969,4.0651e+06
-121.92,36.631,59975,4.0652e+06
-121.92,36.631,59975,4.0652e+06
-121.92,36.632,59980,4.0653e+06
-121.92,36.633,59986,4.0654e+06
-121.92,36.633,59986,4.0654e+06
-121.92,36.635,59997,4.0657e+06
-121.92,36.635,59997,4.0657e+06
-121.92,36.637,60009,4.0659e+06
-121.93,36.637,59114,4.0659e+06
-121.93,36.638,59120,4.0661e+06
-121.93,36.638,59120,4.0661e+06
-121.93,36.638,59120,4.0661e+06
-121.93,36.638,59120,4.0661e+06
-121.93,36.638,59120,4.0661e+06
-121.94,36.639,58230,4.0662e+06
-121.94,36.639,58230,4.0662e+06
-121.94,36.638,58225,4.0661e+06
-121.94,36.638,58225,4.0661e+06
-121.94,36.638,58225,4.0661e+06
-121.94,36.636,58213,4.0659e+06
-121.94,36.635,58208,4.0658e+06
-121.94,36.634,58202,4.0657e+06
-121.94,36.631,58185,4.0653e+06
-121.94,36.63,58179,4.0652e+06
-121.94,36.629,58173,4.0651e+06
-121.94,36.628,58167,4.065e+06
-121.94,36.628,58167,4.065e+06
-121.94,36.627,58162,4.0649e+06
-121.94,36.625,58150,4.0647e+06
-121.94,36.625,58150,4.0647e+06
-121.94,36.623,58139,4.0644e+06
-121.94,36.622,58133,4.0643e+06
-121.94,36.618,58110,4.0639e+06
-121.95,36.615,57198,4.0636e+06
-121.95,36.612,57181,4.0633e+06
-121.95,36.612,57181,4.0633e+06
-121.95,36.611,57175,4.0631e+06
-121.95,36.611,57175,4.0631e+06
-121.95,36.611,57175,4.0631e+06
-121.96,36.612,56285,4.0633e+06
-121.96,36.612,56285,4.0633e+06
-121.96,36.612,56285,4.0633e+06
-121.96,36.611,56280,4.0632e+06
-121.96,36.611,56280,4.0632e+06
-121.96,36.61,56274,4.0631e+06
-121.96,36.608,56262,4.0629e+06
-121.96,36.607,56257,4.0627e+06
-121.96,36.606,56251,4.0626e+06
-121.96,36.605,56245,4.0625e+06
-121.96,36.604,56239,4.0624e+06
-121.96,36.603,56234,4.0623e+06
-121.96,36.602,56228,4.0622e+06
-121.96,36.6,56216,4.062e+06
-121.97,36.599,55315,4.0619e+06
-121.96,36.597,56199,4.0616e+06
-121.96,36.596,56193,4.0615e+06
-121.97,36.594,55287,4.0613e+06
-121.97,36.592,55275,4.0611e+06
-121.97,36.589,55258,4.0608e+06
-121.97,36.588,55252,4.0607e+06
-121.97,36.588,55252,4.0607e+06
-121.97,36.586,55240,4.0605e+06
-121.97,36.585,55235,4.0604e+06
-121.97,36.585,55235,4.0604e+06
-121.97,36.584,55229,4.0602e+06
-121.97,36.584,55229,4.0602e+06
-121.97,36.585,55235,4.0604e+06
-121.97,36.585,55235,4.0604e+06
-121.97,36.585,55235,4.0604e+06
-121.98,36.584,54333,4.0603e+06
-121.98,36.583,54328,4.0602e+06
-121.98,36.583,54328,4.0602e+06
-121.98,36.583,54328,4.0602e+06
-121.98,36.582,54322,4.0601e+06
-121.98,36.581,54316,4.06e+06
-121.98,36.581,54316,4.06e+06
-121.98,36.58,54310,4.0598e+06
-121.98,36.576,54287,4.0594e+06
-121.98,36.575,54282,4.0593e+06
-121.97,36.574,55171,4.0591e+06
-121.97,36.573,55166,4.059e+06
-121.97,36.572,55160,4.0589e+06
-121.97,36.571,55154,4.0588e+06
-121.97,36.57,55148,4.0587e+06
-121.97,36.569,55143,4.0586e+06
-121.97,36.569,55143,4.0586e+06
-121.97,36.568,55137,4.0585e+06
-121.97,36.568,55137,4.0585e+06
-121.97,36.567,55131,4.0584e+06
-121.97,36.567,55131,4.0584e+06
-121.97,36.567,55131,4.0584e+06
-121.97,36.566,55125,4.0582e+06
-121.96,36.565,56015,4.0581e+06
-121.96,36.564,56010,4.058e+06
-121.96,36.564,56010,4.058e+06
-121.96,36.564,56010,4.058e+06
-121.96,36.56,55987,4.0575e+06
-121.95,36.56,56883,4.0575e+06
-121.95,36.559,56877,4.0574e+06
-121.95,36.559,56877,4.0574e+06
-121.95,36.559,56877,4.0574e+06
-121.95,36.56,56883,4.0575e+06
-121.95,36.56,56883,4.0575e+06
-121.95,36.561,56888,4.0576e+06
-121.95,36.565,56911,4.058e+06
-121.95,36.565,56911,4.058e+06
-121.95,36.565,56911,4.058e+06
-121.95,36.564,56905,4.0579e+06
-121.94,36.564,57801,4.0579e+06
-121.94,36.564,57801,4.0579e+06
-121.94,36.562,57790,4.0577e+06
-121.94,36.561,57784,4.0575e+06
-121.94,36.56,57778,4.0574e+06
-121.94,36.56,57778,4.0574e+06
-121.94,36.56,57778,4.0574e+06
-121.94,36.561,57784,4.0575e+06
-121.94,36.561,57784,4.0575e+06
-121.94,36.559,57773,4.0573e+06
